ticket_id,customer_id,ticket_date,issue_type,resolved,resolution_days,satisfaction_score
TKT000836,CUST00729,2023-08-19,product_defect,True,3.0,4.0
TKT000837,CUST00729,2024-03-05,wrong_item,True,3.0,2.0
TKT000838,CUST00730,2023-08-29,product_defect,False,,
TKT000839,CUST00730,2024-04-02,refund_not_received,True,11.0,2.0
TKT000840,CUST00731,2024-01-14,delivery_delay,True,5.0,5.0
TKT000841,CUST00731,2023-07-22,product_defect,False,,
TKT000842,CUST00732,2023-09-22,wrong_item,True,8.0,3.0
TKT000843,CUST00732,2024-02-01,delivery_delay,True,9.0,5.0
TKT000844,CUST00734,2023-12-07,wrong_item,False,,
TKT000845,CUST00734,2023-08-27,billing_issue,True,1.0,1.0
TKT000846,CUST00734,2023-10-30,billing_issue,False,,
TKT000847,CUST00735,2024-04-02,wrong_item,True,13.0,4.0
TKT000848,CUST00736,2024-03-11,billing_issue,True,14.0,5.0
TKT000849,CUST00737,2024-02-27,wrong_item,True,6.0,3.0
TKT000850,CUST00738,2023-08-03,wrong_item,True,9.0,2.0
TKT000851,CUST00738,2023-09-27,delivery_delay,True,1.0,4.0
TKT000852,CUST00738,2023-11-05,billing_issue,False,,
TKT000853,CUST00738,2023-09-06,product_defect,True,2.0,4.0
TKT000854,CUST00739,2024-04-16,delivery_delay,True,13.0,2.0
TKT000855,CUST00743,2023-12-27,general_query,False,,
TKT000856,CUST00744,2023-10-17,product_defect,True,4.0,2.0
TKT000857,CUST00745,2024-05-04,wrong_item,False,,
TKT000858,CUST00745,2023-07-21,refund_not_received,True,5.0,1.0
TKT000859,CUST00746,2024-05-01,wrong_item,True,7.0,1.0
TKT000860,CUST00746,2024-05-14,general_query,False,,
TKT000861,CUST00747,2024-03-19,product_defect,False,,
TKT000862,CUST00747,2024-01-14,refund_not_received,True,3.0,2.0
TKT000863,CUST00749,2023-12-16,billing_issue,True,4.0,1.0
TKT000864,CUST00750,2023-12-14,product_defect,True,13.0,4.0
TKT000865,CUST00751,2023-12-08,product_defect,False,,
TKT000866,CUST00751,2024-03-03,delivery_delay,True,5.0,1.0
TKT000867,CUST00752,2023-09-22,product_defect,False,,
TKT000868,CUST00753,2024-05-07,refund_not_received,True,2.0,4.0
TKT000869,CUST00753,2024-04-29,billing_issue,True,5.0,3.0
TKT000870,CUST00754,2023-11-04,wrong_item,False,,
TKT000871,CUST00754,2024-06-06,delivery_delay,True,10.0,5.0
TKT000872,CUST00754,2023-12-27,delivery_delay,True,10.0,1.0
TKT000873,CUST00756,2024-06-27,wrong_item,False,,
TKT000874,CUST00757,2023-12-01,product_defect,False,,
TKT000875,CUST00757,2023-08-08,refund_not_received,True,4.0,3.0
TKT000876,CUST00758,2023-08-28,refund_not_received,True,13.0,4.0
TKT000877,CUST00759,2024-02-28,wrong_item,True,2.0,2.0
TKT000878,CUST00760,2023-08-01,product_defect,False,,
TKT000879,CUST00762,2023-07-05,billing_issue,True,13.0,4.0
TKT000880,CUST00765,2023-10-28,delivery_delay,False,,
TKT000881,CUST00766,2023-12-09,general_query,True,7.0,1.0
TKT000882,CUST00767,2024-04-04,product_defect,True,4.0,3.0
TKT000883,CUST00767,2023-11-14,wrong_item,True,2.0,3.0
TKT000884,CUST00770,2023-09-07,refund_not_received,True,2.0,4.0
TKT000885,CUST00770,2024-01-09,product_defect,True,12.0,4.0
TKT000886,CUST00771,2023-07-16,billing_issue,True,14.0,4.0
TKT000887,CUST00771,2023-07-10,wrong_item,False,,
TKT000888,CUST00772,2024-04-07,delivery_delay,True,6.0,5.0
TKT000889,CUST00774,2023-11-05,billing_issue,False,,
TKT000890,CUST00775,2023-08-15,billing_issue,True,10.0,1.0
TKT000891,CUST00775,2023-12-07,billing_issue,False,,
TKT000892,CUST00775,2024-02-23,delivery_delay,True,6.0,1.0
TKT000893,CUST00777,2024-05-13,product_defect,True,12.0,3.0
TKT000894,CUST00777,2024-05-01,general_query,True,13.0,5.0
TKT000895,CUST00777,2024-01-22,wrong_item,False,,
TKT000896,CUST00777,2023-11-29,delivery_delay,True,11.0,2.0
TKT000897,CUST00778,2023-11-15,general_query,True,8.0,3.0
TKT000898,CUST00778,2024-05-13,delivery_delay,True,11.0,4.0
TKT000899,CUST00779,2023-12-07,wrong_item,True,6.0,1.0
TKT000900,CUST00781,2023-09-26,general_query,True,14.0,1.0
TKT000901,CUST00783,2024-03-23,delivery_delay,True,11.0,1.0
TKT000902,CUST00783,2023-10-21,delivery_delay,True,8.0,1.0
TKT000903,CUST00784,2023-12-14,general_query,True,1.0,1.0
TKT000904,CUST00786,2024-05-07,refund_not_received,True,4.0,5.0
TKT000905,CUST00786,2024-03-08,general_query,False,,
TKT000906,CUST00787,2023-10-06,general_query,True,2.0,4.0
TKT000907,CUST00787,2024-04-07,product_defect,True,6.0,4.0
TKT000908,CUST00788,2023-09-03,refund_not_received,True,5.0,1.0
TKT000909,CUST00789,2024-06-14,delivery_delay,True,11.0,3.0
TKT000910,CUST00791,2024-02-02,refund_not_received,False,,
TKT000911,CUST00792,2024-05-31,refund_not_received,True,9.0,2.0
TKT000912,CUST00795,2024-02-02,refund_not_received,True,14.0,3.0
TKT000913,CUST00795,2024-03-16,general_query,True,3.0,3.0
TKT000914,CUST00795,2023-07-27,delivery_delay,True,14.0,1.0
TKT000915,CUST00796,2024-02-21,refund_not_received,False,,
TKT000916,CUST00796,2024-01-19,general_query,False,,
TKT000917,CUST00797,2023-12-10,product_defect,False,,
TKT000918,CUST00797,2024-02-10,billing_issue,False,,
TKT000919,CUST00797,2024-04-16,delivery_delay,True,11.0,4.0
TKT000920,CUST00797,2024-01-31,delivery_delay,True,13.0,1.0
TKT000921,CUST00797,2023-11-26,wrong_item,False,,
TKT000922,CUST00797,2023-12-08,billing_issue,True,13.0,5.0
TKT000923,CUST00798,2024-01-03,general_query,True,6.0,5.0
TKT000924,CUST00799,2024-04-14,general_query,True,7.0,4.0
TKT000925,CUST00799,2024-01-18,refund_not_received,True,5.0,4.0
TKT000926,CUST00799,2024-02-19,product_defect,True,2.0,4.0
TKT000927,CUST00799,2024-02-12,wrong_item,True,1.0,4.0
TKT000928,CUST00800,2024-06-12,general_query,False,,
TKT000929,CUST00802,2024-02-03,general_query,True,4.0,4.0
TKT000930,CUST00802,2023-07-31,product_defect,True,11.0,3.0
TKT000931,CUST00804,2023-08-06,product_defect,True,11.0,1.0
TKT000932,CUST00805,2023-07-15,refund_not_received,True,9.0,5.0
TKT000933,CUST00806,2023-07-15,refund_not_received,True,9.0,4.0
TKT000934,CUST00807,2023-09-08,general_query,False,,
TKT000935,CUST00808,2024-01-17,refund_not_received,True,1.0,1.0
TKT000936,CUST00809,2023-09-18,billing_issue,False,,
TKT000937,CUST00809,2024-03-05,wrong_item,False,,
TKT000938,CUST00811,2024-05-06,wrong_item,True,11.0,3.0
TKT000939,CUST00813,2023-08-07,wrong_item,True,14.0,4.0
TKT000940,CUST00813,2024-02-27,general_query,True,4.0,3.0
TKT000941,CUST00815,2023-07-30,billing_issue,False,,
TKT000942,CUST00817,2023-11-02,billing_issue,True,8.0,1.0
TKT000943,CUST00818,2024-05-12,billing_issue,True,13.0,3.0
TKT000944,CUST00819,2024-04-11,wrong_item,False,,
TKT000945,CUST00819,2024-02-27,general_query,True,8.0,3.0
TKT000946,CUST00819,2024-06-05,delivery_delay,True,13.0,5.0
TKT000947,CUST00820,2024-03-12,delivery_delay,True,12.0,1.0
TKT000948,CUST00820,2023-10-08,refund_not_received,True,9.0,5.0
TKT000949,CUST00821,2023-07-09,general_query,True,1.0,5.0
TKT000950,CUST00822,2023-12-29,delivery_delay,True,6.0,3.0
TKT000951,CUST00823,2024-06-13,refund_not_received,True,10.0,2.0
TKT000952,CUST00823,2023-10-16,wrong_item,True,8.0,2.0
TKT000953,CUST00825,2023-12-13,delivery_delay,True,7.0,2.0
TKT000954,CUST00825,2023-08-24,product_defect,True,5.0,1.0
TKT000955,CUST00825,2023-11-24,delivery_delay,False,,
TKT000956,CUST00827,2024-05-14,wrong_item,True,1.0,4.0
TKT000957,CUST00827,2024-03-31,billing_issue,True,11.0,5.0
TKT000958,CUST00828,2024-06-16,billing_issue,True,12.0,1.0
TKT000959,CUST00828,2023-12-11,product_defect,True,2.0,1.0
TKT000960,CUST00830,2024-04-14,delivery_delay,False,,
TKT000961,CUST00830,2023-11-07,wrong_item,False,,
TKT000962,CUST00831,2023-08-26,billing_issue,True,3.0,2.0
TKT000963,CUST00831,2024-03-14,delivery_delay,True,3.0,3.0
TKT000964,CUST00832,2023-12-13,product_defect,True,6.0,1.0
TKT000965,CUST00835,2023-07-12,product_defect,True,9.0,3.0
TKT000966,CUST00836,2023-11-23,product_defect,True,12.0,4.0
TKT000967,CUST00836,2023-07-07,wrong_item,True,2.0,2.0
TKT000968,CUST00837,2024-02-08,refund_not_received,False,,
TKT000969,CUST00837,2023-07-31,product_defect,True,3.0,2.0
TKT000970,CUST00837,2024-01-20,product_defect,True,12.0,4.0
TKT000971,CUST00839,2024-02-20,delivery_delay,True,11.0,3.0
TKT000972,CUST00841,2024-04-13,wrong_item,True,3.0,1.0
TKT000973,CUST00842,2023-11-18,refund_not_received,True,5.0,1.0
TKT000974,CUST00842,2023-12-23,refund_not_received,True,2.0,5.0
TKT000975,CUST00842,2023-07-03,product_defect,True,6.0,1.0
TKT000976,CUST00842,2023-07-26,billing_issue,True,3.0,3.0
TKT000977,CUST00843,2024-03-06,general_query,False,,
TKT000978,CUST00843,2024-06-28,billing_issue,False,,
TKT000979,CUST00844,2023-12-26,general_query,True,11.0,5.0
TKT000980,CUST00844,2023-10-22,general_query,True,10.0,2.0
TKT000981,CUST00844,2023-12-10,product_defect,True,8.0,2.0
TKT000982,CUST00844,2023-11-07,refund_not_received,True,3.0,2.0
TKT000983,CUST00849,2023-10-07,delivery_delay,True,7.0,1.0
TKT000984,CUST00849,2024-04-25,delivery_delay,True,4.0,3.0
TKT000985,CUST00850,2024-05-07,general_query,True,2.0,2.0
TKT000986,CUST00851,2023-07-30,delivery_delay,True,1.0,4.0
TKT000987,CUST00851,2024-01-13,general_query,True,1.0,2.0
TKT000988,CUST00851,2024-02-17,billing_issue,True,5.0,5.0
TKT000989,CUST00852,2024-02-03,delivery_delay,True,3.0,2.0
TKT000990,CUST00852,2024-04-19,product_defect,False,,
TKT000991,CUST00853,2024-03-29,product_defect,True,1.0,5.0
TKT000992,CUST00856,2023-10-26,billing_issue,False,,
TKT000993,CUST00856,2024-01-17,refund_not_received,False,,
TKT000994,CUST00858,2024-05-30,general_query,False,,
TKT000995,CUST00858,2023-09-09,billing_issue,True,14.0,1.0
TKT000996,CUST00860,2024-02-23,billing_issue,True,6.0,5.0
TKT000997,CUST00861,2023-11-17,product_defect,False,,
TKT000998,CUST00862,2023-10-28,delivery_delay,True,4.0,1.0
TKT000999,CUST00862,2023-11-25,general_query,False,,
TKT001000,CUST00863,2023-09-20,refund_not_received,True,11.0,1.0
TKT001001,CUST00863,2023-10-09,billing_issue,True,4.0,4.0
TKT001002,CUST00865,2024-05-26,billing_issue,True,4.0,1.0
TKT001003,CUST00865,2023-11-13,wrong_item,False,,
TKT001004,CUST00866,2024-02-12,billing_issue,True,9.0,2.0
TKT001005,CUST00868,2023-09-27,refund_not_received,True,11.0,3.0
TKT001006,CUST00868,2023-08-02,general_query,True,13.0,2.0
TKT001007,CUST00868,2023-09-25,product_defect,True,13.0,2.0
TKT001008,CUST00869,2023-11-14,wrong_item,True,10.0,3.0
TKT001009,CUST00869,2023-12-10,wrong_item,True,6.0,3.0
TKT001010,CUST00870,2024-06-14,refund_not_received,True,1.0,1.0
TKT001011,CUST00870,2024-01-17,wrong_item,False,,
TKT001012,CUST00870,2024-01-17,billing_issue,True,9.0,2.0
TKT001013,CUST00870,2024-03-17,billing_issue,False,,
TKT001014,CUST00872,2024-05-09,billing_issue,True,1.0,5.0
TKT001015,CUST00872,2024-03-30,general_query,True,4.0,5.0
TKT001016,CUST00872,2024-01-17,product_defect,True,12.0,5.0
TKT001017,CUST00874,2024-02-07,billing_issue,True,9.0,2.0
TKT001018,CUST00874,2024-01-07,general_query,True,6.0,2.0
TKT001019,CUST00874,2023-11-05,wrong_item,True,7.0,3.0
TKT001020,CUST00875,2024-05-09,product_defect,True,4.0,1.0
TKT001021,CUST00875,2023-11-14,refund_not_received,False,,
TKT001022,CUST00876,2023-12-02,refund_not_received,True,1.0,4.0
TKT001023,CUST00876,2024-03-12,product_defect,False,,
TKT001024,CUST00877,2024-05-14,delivery_delay,True,12.0,4.0
TKT001025,CUST00877,2023-07-09,delivery_delay,True,10.0,3.0
TKT001026,CUST00879,2024-01-09,delivery_delay,True,10.0,2.0
TKT001027,CUST00879,2023-10-23,delivery_delay,True,14.0,2.0
TKT001028,CUST00881,2024-02-20,product_defect,True,8.0,4.0
TKT001029,CUST00881,2023-08-16,refund_not_received,True,1.0,2.0
TKT001030,CUST00882,2023-10-25,general_query,True,4.0,1.0
TKT001031,CUST00882,2023-11-30,billing_issue,True,10.0,2.0
TKT001032,CUST00882,2024-06-03,wrong_item,False,,
TKT001033,CUST00884,2023-12-23,delivery_delay,True,8.0,2.0
TKT001034,CUST00884,2024-05-11,wrong_item,True,8.0,3.0
TKT001035,CUST00885,2024-04-25,billing_issue,True,5.0,4.0
TKT001036,CUST00885,2024-02-26,wrong_item,True,1.0,4.0
TKT001037,CUST00886,2024-01-13,billing_issue,False,,
TKT001038,CUST00886,2023-07-27,wrong_item,True,12.0,2.0
TKT001039,CUST00887,2023-12-16,refund_not_received,False,,
TKT001040,CUST00887,2023-08-15,product_defect,True,1.0,4.0
TKT001041,CUST00888,2024-04-09,general_query,False,,
TKT001042,CUST00889,2024-06-12,refund_not_received,True,9.0,5.0
TKT001043,CUST00889,2024-06-18,wrong_item,False,,
TKT001044,CUST00890,2023-07-09,wrong_item,False,,
TKT001045,CUST00890,2024-06-24,billing_issue,False,,
TKT001046,CUST00891,2024-05-10,refund_not_received,True,9.0,3.0
TKT001047,CUST00891,2024-02-08,wrong_item,True,12.0,4.0
TKT001048,CUST00892,2023-07-09,delivery_delay,True,14.0,4.0
TKT001049,CUST00893,2024-02-16,product_defect,True,1.0,3.0
TKT001050,CUST00894,2024-02-17,general_query,True,6.0,1.0
TKT001051,CUST00895,2023-12-23,general_query,False,,
TKT001052,CUST00896,2024-01-15,wrong_item,True,1.0,5.0
TKT001053,CUST00900,2024-04-01,general_query,True,7.0,4.0
TKT001054,CUST00900,2024-01-20,billing_issue,True,11.0,2.0
TKT001055,CUST00900,2024-06-11,delivery_delay,False,,
TKT001056,CUST00901,2024-05-24,wrong_item,True,14.0,1.0
TKT001057,CUST00902,2024-01-26,wrong_item,False,,
TKT001058,CUST00903,2023-08-12,refund_not_received,True,11.0,4.0
TKT001059,CUST00904,2024-06-20,wrong_item,True,13.0,3.0
TKT001060,CUST00905,2023-11-21,billing_issue,True,5.0,1.0
TKT001061,CUST00905,2024-06-04,wrong_item,True,1.0,1.0
TKT001062,CUST00905,2024-02-01,wrong_item,True,14.0,3.0
TKT001063,CUST00905,2024-02-22,refund_not_received,True,9.0,2.0
TKT001064,CUST00907,2024-01-30,billing_issue,True,13.0,4.0
TKT001065,CUST00907,2024-01-02,refund_not_received,True,1.0,3.0
TKT001066,CUST00910,2023-09-21,product_defect,True,14.0,3.0
TKT001067,CUST00911,2023-12-10,wrong_item,True,8.0,4.0
TKT001068,CUST00912,2024-05-30,product_defect,True,9.0,1.0
TKT001069,CUST00913,2023-07-09,wrong_item,True,12.0,1.0
TKT001070,CUST00913,2024-05-15,delivery_delay,False,,
TKT001071,CUST00913,2024-04-03,delivery_delay,True,13.0,4.0
TKT001072,CUST00914,2024-01-01,general_query,True,6.0,1.0
TKT001073,CUST00914,2023-09-18,wrong_item,True,10.0,3.0
TKT001074,CUST00914,2023-08-26,product_defect,True,2.0,3.0
TKT001075,CUST00916,2024-06-18,delivery_delay,True,13.0,4.0
TKT001076,CUST00917,2024-02-19,refund_not_received,True,11.0,3.0
TKT001077,CUST00917,2023-10-27,refund_not_received,False,,
TKT001078,CUST00918,2023-07-27,product_defect,True,14.0,1.0
TKT001079,CUST00920,2023-08-14,product_defect,True,13.0,2.0
TKT001080,CUST00921,2023-07-07,billing_issue,True,8.0,4.0
TKT001081,CUST00922,2023-11-01,wrong_item,True,5.0,4.0
TKT001082,CUST00923,2024-05-09,wrong_item,True,5.0,3.0
TKT001083,CUST00925,2023-12-18,wrong_item,True,6.0,5.0
TKT001084,CUST00926,2023-08-24,product_defect,False,,
TKT001085,CUST00927,2024-02-22,delivery_delay,True,11.0,5.0
TKT001086,CUST00929,2024-03-05,delivery_delay,True,14.0,1.0
TKT001087,CUST00929,2024-02-27,general_query,False,,
TKT001088,CUST00929,2024-04-25,general_query,True,11.0,3.0
TKT001089,CUST00930,2023-10-21,billing_issue,False,,
TKT001090,CUST00930,2023-07-02,billing_issue,True,8.0,3.0
TKT001091,CUST00934,2023-09-09,wrong_item,True,14.0,3.0
TKT001092,CUST00934,2023-10-02,billing_issue,False,,
TKT001093,CUST00936,2024-01-25,delivery_delay,True,10.0,3.0
TKT001094,CUST00936,2023-12-16,billing_issue,True,5.0,4.0
TKT001095,CUST00937,2024-03-01,billing_issue,False,,
TKT001096,CUST00938,2024-04-11,wrong_item,True,9.0,5.0
TKT001097,CUST00939,2023-10-20,general_query,True,8.0,2.0
TKT001098,CUST00940,2023-10-29,general_query,True,11.0,4.0
TKT001099,CUST00940,2023-11-28,billing_issue,False,,
TKT001100,CUST00942,2023-11-02,refund_not_received,False,,
TKT001101,CUST00943,2023-10-02,product_defect,True,5.0,2.0
TKT001102,CUST00943,2024-01-02,delivery_delay,True,14.0,5.0
TKT001103,CUST00945,2023-11-10,product_defect,True,14.0,5.0
TKT001104,CUST00946,2023-09-11,refund_not_received,True,7.0,4.0
TKT001105,CUST00946,2023-11-21,refund_not_received,True,13.0,1.0
TKT001106,CUST00947,2023-07-11,billing_issue,True,2.0,5.0
TKT001107,CUST00947,2024-03-24,product_defect,False,,
TKT001108,CUST00947,2023-12-18,product_defect,False,,
TKT001109,CUST00951,2024-01-06,general_query,True,10.0,2.0
TKT001110,CUST00956,2024-05-03,billing_issue,True,8.0,1.0
TKT001111,CUST00957,2023-10-02,refund_not_received,False,,
TKT001112,CUST00958,2023-11-13,delivery_delay,True,1.0,3.0
TKT001113,CUST00959,2023-07-31,product_defect,True,13.0,5.0
TKT001114,CUST00960,2023-08-01,refund_not_received,True,8.0,1.0
TKT001115,CUST00961,2023-07-27,wrong_item,True,13.0,4.0
TKT001116,CUST00963,2023-10-29,delivery_delay,False,,
TKT001117,CUST00963,2024-02-11,refund_not_received,True,14.0,4.0
TKT001118,CUST00963,2024-06-01,wrong_item,True,12.0,1.0
TKT001119,CUST00964,2023-07-09,wrong_item,True,5.0,3.0
TKT001120,CUST00964,2023-08-18,general_query,True,14.0,5.0
TKT001121,CUST00964,2023-07-11,billing_issue,True,6.0,4.0
TKT001122,CUST00966,2024-01-16,refund_not_received,True,11.0,2.0
TKT001123,CUST00966,2023-10-22,wrong_item,True,12.0,5.0
TKT001124,CUST00967,2024-02-13,general_query,True,6.0,4.0
TKT001125,CUST00967,2023-12-13,general_query,False,,
TKT001126,CUST00967,2023-12-03,wrong_item,True,12.0,3.0
TKT001127,CUST00970,2024-03-27,wrong_item,True,1.0,5.0
TKT001128,CUST00971,2024-01-07,delivery_delay,False,,
TKT001129,CUST00975,2023-07-14,refund_not_received,True,12.0,4.0
TKT001130,CUST00975,2024-04-24,general_query,True,12.0,2.0
TKT001131,CUST00976,2023-10-30,wrong_item,True,11.0,5.0
TKT001132,CUST00976,2023-09-19,general_query,True,9.0,5.0
TKT001133,CUST00977,2024-02-11,product_defect,False,,
TKT001134,CUST00977,2023-08-04,refund_not_received,False,,
TKT001135,CUST00978,2024-06-18,refund_not_received,True,13.0,5.0
TKT001136,CUST00979,2023-09-27,general_query,True,3.0,4.0
TKT001137,CUST00980,2023-11-20,wrong_item,True,5.0,5.0
TKT001138,CUST00980,2024-04-02,billing_issue,True,14.0,3.0
TKT001139,CUST00981,2024-03-21,delivery_delay,True,1.0,4.0
TKT001140,CUST00981,2023-08-26,delivery_delay,False,,
TKT001141,CUST00982,2023-11-21,refund_not_received,True,8.0,4.0
TKT001142,CUST00985,2023-07-17,product_defect,True,5.0,4.0
TKT001143,CUST00985,2024-05-06,wrong_item,True,10.0,1.0
TKT001144,CUST00986,2023-09-03,product_defect,True,11.0,4.0
TKT001145,CUST00987,2023-09-06,general_query,True,8.0,2.0
TKT001146,CUST00989,2024-01-06,wrong_item,True,1.0,1.0
TKT001147,CUST00990,2023-12-14,wrong_item,True,7.0,5.0
TKT001148,CUST00990,2023-10-30,refund_not_received,True,10.0,5.0
TKT001149,CUST00990,2024-04-18,refund_not_received,True,11.0,1.0
TKT001150,CUST00990,2024-06-19,product_defect,True,4.0,3.0
TKT001151,CUST00990,2023-09-07,product_defect,True,13.0,4.0
TKT001152,CUST00991,2024-01-28,refund_not_received,True,10.0,2.0
TKT001153,CUST00992,2024-02-08,delivery_delay,True,9.0,1.0
TKT001154,CUST00992,2024-05-14,general_query,True,10.0,3.0
TKT001155,CUST00993,2023-08-22,delivery_delay,True,11.0,2.0
TKT001156,CUST00995,2023-09-10,refund_not_received,False,,
TKT001157,CUST00995,2024-02-16,delivery_delay,True,2.0,5.0
TKT001158,CUST00998,2024-04-11,billing_issue,True,2.0,3.0
TKT001159,CUST00998,2023-11-20,billing_issue,False,,
TKT001160,CUST00998,2024-01-03,delivery_delay,True,11.0,2.0
TKT001161,CUST00998,2024-06-15,product_defect,False,,
TKT001162,CUST01000,2023-09-15,general_query,False,,
TKT001163,CUST01000,2024-05-30,billing_issue,False,,
TKT001164,CUST01001,2023-12-15,general_query,False,,
TKT001165,CUST01002,2023-11-21,wrong_item,True,3.0,2.0
TKT001166,CUST01003,2023-09-10,wrong_item,False,,
TKT001167,CUST01003,2024-03-25,product_defect,True,12.0,4.0
TKT001168,CUST01003,2023-12-30,general_query,False,,
TKT001169,CUST01005,2024-02-04,billing_issue,False,,
TKT001170,CUST01006,2023-10-17,product_defect,True,8.0,4.0
TKT001171,CUST01006,2024-02-27,billing_issue,True,11.0,3.0
TKT001172,CUST01007,2024-06-02,delivery_delay,True,14.0,2.0
TKT001173,CUST01007,2023-11-13,product_defect,True,11.0,1.0
TKT001174,CUST01007,2023-11-10,delivery_delay,True,7.0,2.0
TKT001175,CUST01008,2023-12-29,wrong_item,True,6.0,2.0
TKT001176,CUST01008,2024-04-10,billing_issue,True,10.0,2.0
TKT001177,CUST01013,2024-02-08,general_query,False,,
TKT001178,CUST01013,2023-08-10,general_query,True,9.0,2.0
TKT001179,CUST01013,2023-07-12,refund_not_received,True,9.0,4.0
TKT001180,CUST01014,2023-07-03,product_defect,True,12.0,5.0
TKT001181,CUST01014,2023-07-25,wrong_item,True,14.0,5.0
TKT001182,CUST01015,2024-05-20,billing_issue,False,,
TKT001183,CUST01015,2023-11-19,billing_issue,True,8.0,4.0
TKT001184,CUST01016,2024-02-19,billing_issue,True,7.0,5.0
TKT001185,CUST01016,2024-05-18,delivery_delay,True,8.0,4.0
TKT001186,CUST01016,2023-07-05,product_defect,False,,
TKT001187,CUST01016,2023-08-29,billing_issue,True,13.0,4.0
TKT001188,CUST01016,2024-01-21,general_query,True,5.0,1.0
TKT001189,CUST01017,2024-01-19,delivery_delay,True,11.0,5.0
TKT001190,CUST01017,2024-06-04,wrong_item,True,1.0,3.0
TKT001191,CUST01017,2024-05-21,delivery_delay,True,8.0,1.0
TKT001192,CUST01017,2023-09-13,billing_issue,True,13.0,3.0
TKT001193,CUST01018,2024-02-23,product_defect,False,,
TKT001194,CUST01019,2023-11-09,product_defect,True,7.0,3.0
TKT001195,CUST01020,2023-11-18,delivery_delay,True,5.0,5.0
TKT001196,CUST01021,2023-12-10,wrong_item,True,6.0,1.0
TKT001197,CUST01021,2024-05-20,wrong_item,True,4.0,1.0
TKT001198,CUST01021,2023-07-27,delivery_delay,True,12.0,3.0
TKT001199,CUST01022,2023-10-12,refund_not_received,True,8.0,2.0
TKT001200,CUST01022,2024-05-14,refund_not_received,False,,
TKT001201,CUST01023,2024-05-31,general_query,True,12.0,1.0
TKT001202,CUST01023,2023-07-25,wrong_item,True,10.0,2.0
TKT001203,CUST01024,2024-05-13,refund_not_received,False,,
TKT001204,CUST01027,2023-12-28,delivery_delay,True,13.0,4.0
TKT001205,CUST01028,2024-03-02,delivery_delay,True,12.0,4.0
TKT001206,CUST01029,2024-03-12,product_defect,True,14.0,5.0
TKT001207,CUST01029,2023-10-27,general_query,False,,
TKT001208,CUST01029,2024-06-07,delivery_delay,True,2.0,3.0
TKT001209,CUST01030,2023-09-14,product_defect,True,2.0,5.0
TKT001210,CUST01030,2023-08-19,product_defect,False,,
TKT001211,CUST01032,2023-07-19,delivery_delay,False,,
TKT001212,CUST01033,2024-06-29,product_defect,True,9.0,4.0
TKT001213,CUST01033,2024-01-10,general_query,True,10.0,4.0
TKT001214,CUST01034,2023-12-06,general_query,True,6.0,1.0
TKT001215,CUST01034,2024-02-12,billing_issue,True,12.0,1.0
TKT001216,CUST01034,2024-02-09,delivery_delay,False,,
TKT001217,CUST01035,2024-05-28,general_query,False,,
TKT001218,CUST01035,2024-06-14,delivery_delay,False,,
TKT001219,CUST01035,2024-01-26,delivery_delay,True,6.0,2.0
TKT001220,CUST01037,2024-05-25,billing_issue,True,6.0,5.0
TKT001221,CUST01037,2023-08-13,product_defect,True,8.0,4.0
TKT001222,CUST01038,2023-08-27,general_query,False,,
TKT001223,CUST01038,2024-02-10,refund_not_received,False,,
TKT001224,CUST01039,2023-10-25,refund_not_received,True,1.0,3.0
TKT001225,CUST01040,2024-02-19,wrong_item,False,,
TKT001226,CUST01041,2023-12-20,refund_not_received,True,6.0,1.0
TKT001227,CUST01042,2024-02-11,wrong_item,True,7.0,3.0
TKT001228,CUST01042,2024-05-31,wrong_item,True,11.0,5.0
TKT001229,CUST01043,2023-11-30,general_query,False,,
TKT001230,CUST01043,2023-10-22,wrong_item,True,2.0,5.0
TKT001231,CUST01043,2024-04-09,refund_not_received,True,2.0,1.0
TKT001232,CUST01044,2024-01-28,delivery_delay,True,7.0,1.0
TKT001233,CUST01045,2023-12-24,delivery_delay,False,,
TKT001234,CUST01046,2024-05-22,general_query,True,13.0,3.0
TKT001235,CUST01046,2023-12-31,delivery_delay,False,,
TKT001236,CUST01050,2023-09-18,refund_not_received,True,12.0,5.0
TKT001237,CUST01050,2023-12-17,wrong_item,False,,
TKT001238,CUST01052,2024-06-06,general_query,True,5.0,1.0
TKT001239,CUST01053,2024-01-28,wrong_item,False,,
TKT001240,CUST01054,2024-04-20,wrong_item,True,13.0,2.0
TKT001241,CUST01054,2023-12-05,general_query,True,1.0,5.0
TKT001242,CUST01056,2023-09-28,wrong_item,True,14.0,1.0
TKT001243,CUST01057,2024-05-27,delivery_delay,True,4.0,4.0
TKT001244,CUST01058,2023-07-23,refund_not_received,True,13.0,2.0
TKT001245,CUST01059,2023-12-02,billing_issue,True,8.0,1.0
TKT001246,CUST01060,2024-01-31,delivery_delay,True,7.0,5.0
TKT001247,CUST01060,2023-07-25,wrong_item,True,3.0,1.0
TKT001248,CUST01060,2023-11-15,general_query,False,,
TKT001249,CUST01072,2023-09-28,general_query,True,1.0,1.0
TKT001250,CUST01075,2023-11-23,wrong_item,True,4.0,4.0
TKT001251,CUST01075,2023-12-28,product_defect,True,11.0,2.0
TKT001252,CUST01076,2023-08-29,refund_not_received,True,7.0,4.0
TKT001253,CUST01076,2024-05-07,wrong_item,True,5.0,1.0
TKT001254,CUST01077,2023-11-07,wrong_item,False,,
